14.764,9.0479,82.139,69.394,-51.982,-52.118,-0.13396,-2.1819,16.022,20.569,-17.018,-8.4884,-1.1577,-2.973
16.307,9.4097,82.968,70.776,-55.13,-51.078,-2.8566,-4.1069,15.814,23.96,-14.283,-3.3686,2.6197,-1.0168
13.257,13.19,82.998,70.758,-54.831,-48.067,-3.999,-9.3651,19.266,20.413,-14.556,0.090055,4.1837,-2.7136
10.695,13.92,82.969,73.865,-54.243,-47.998,-3.0177,-5.7543,22.95,21.637,-14.918,-1.2016,2.4193,-0.28963
10.213,11.436,81.463,73.775,-51.963,-49.49,-0.5096,-8.4643,22.533,22.299,-16.201,-2.4452,0.82507,4.8263
10.873,9.9411,81.555,73.115,-50.428,-52.991,-0.95495,-3.379,22.315,21.173,-18.186,-3.5371,3.11,6.2485
11.612,10.563,83.711,74.215,-47.512,-56.151,1.479,-0.0013039,19.391,22.922,-11.664,-7.434,1.2887,5.5934
12.294,9.6826,83.845,74.191,-50.126,-57.635,-1.5812,-2.6852,20.658,23.954,-10.988,-9.775,1.9132,7.6568
11.018,7.0812,81.766,74.133,-55.218,-62.182,-1.778,-2.9059,19.377,23.278,-11.459,-13.814,1.6972,4.6599
11.894,8.6104,78.073,74.228,-56.89,-57.955,-3.7402,-1.3612,17.496,23.314,-15.259,-12.92,0.21825,2.5981
11.283,9.949,76.645,75.639,-58.434,-58.396,-3.8074,-1.3241,16.353,26.865,-17.647,-13.6,1.5234,0.85658
11.999,10.233,76.482,77.995,-54.024,-61.54,-3.9886,-1.5327,16.167,24.897,-16.947,-8.1265,0.65616,0.15574
14.881,11.342,77.223,78.786,-53.886,-60.929,-5.6957,1.2464,15.396,24.202,-17.033,-8.1846,1.404,1.8209
15.59,10.912,79.333,82.807,-50.3,-59.166,-4.2053,3.4713,16.875,23.496,-16.971,-12.345,-1.9787,-0.0098548
17.83,10.001,78.846,83.939,-48.92,-59.299,-4.5781,2.8345,14.292,25.427,-17.178,-15.502,-1.548,-0.57417
16.202,9.1551,76.721,87.396,-48.204,-58.753,-3.3548,1.5758,14.316,25.304,-15.047,-13.926,-0.26405,-0.34171
14.388,9.3701,76.787,89.148,-50.549,-57.434,-2.3845,-1.0619,16.309,26.17,-14.473,-13.764,0.99484,-3.7137
13.385,7.6493,81.892,90.63,-53.321,-62.618,-0.27836,-0.30394,19.291,25.49,-12.726,-17.672,-0.80453,-4.1684
14.09,10.793,81.871,90.801,-54.437,-65.807,-0.0048782,-3.0225,17.768,24.344,-12.673,-19.624,-1.5651,-3.4508
13.208,12.105,82.919,89.525,-54.432,-67.675,-3.0948,-1.999,16.085,21.631,-10.291,-17.924,0.27944,0.11608
13.656,12.733,84.358,91.276,-52.343,-65.497,-3.9511,-0.79871,15.392,22.016,-11.672,-17.237,2.1312,1.4148
13.489,13.733,89.498,90.775,-54.017,-64.303,-3.609,-3.5051,14.576,21.547,-9.5915,-16.486,3.8635,1.177
13.095,13.02,92.072,92.231,-51.014,-65.151,-0.70039,-3.6256,12.384,22.131,-12.964,-21.127,4.243,2.7815
10.41,14.224,97.311,90.299,-53.746,-66.171,0.561,-7.4408,15.538,23.33,-12.826,-19.602,3.8241,0.048507
13.06,15.519,104.67,94.032,-56.71,-72.872,0.98565,-7.1289,15.091,24.359,-15.944,-19.157,2.7748,-2.7066
14.191,14.296,117.22,93.894,-63.613,-74.479,-4.303,-6.2293,16.852,21.551,-17.36,-19.521,3.0884,1.0717
18.076,12.903,135.64,99.151,-74.587,-71.695,-4.1989,-2.4861,20.037,19.767,-22.514,-21.924,6.1139,0.14035
19.697,10.918,154.02,106.01,-82.724,-73.609,-3.3105,-0.91377,20.08,21.198,-28.815,-19.136,4.5432,-2.3357
22.476,9.7903,165.69,113.09,-86.39,-77.746,-0.46132,-2.8854,24.373,24.195,-31.406,-15.944,7.2157,-3.0893
23.501,6.884,177.23,123.59,-88.094,-76.207,0.26124,-0.21704,25.501,30.003,-34.762,-16.176,7.6173,2.0017
24.357,7.391,185.31,130.96,-86.808,-77.001,7.2085,0.1963,30.142,35.699,-38.907,-17.127,4.9905,6.6426
25.047,7.4408,191.29,138.09,-86.373,-81.432,10.827,-2.287,38.041,39.192,-39.829,-24.08,-1.3793,10.006
26.701,8.4236,193.97,142.76,-92.024,-86.306,8.0919,1.1343,39.587,41.267,-38.894,-29.331,-8.3612,7.5608
28.471,10.281,193.04,148.95,-90.042,-86.678,5.041,3.4572,41.264,42.722,-40.511,-33.015,-13.373,9.3386
25.605,10.346,189.23,156.43,-93.293,-88.129,1.5878,6.5242,44.567,41.279,-35.793,-32.541,-15.362,11.161
24.546,12.458,186.2,163.56,-98.783,-89.965,-0.11779,7.2724,50.958,46.104,-33.497,-33.726,-16.971,4.9056
20.658,14.484,174.37,166.67,-101.68,-92.576,-1.3828,5.3115,47.035,47.024,-33.609,-29.009,-17.759,-2.5644
15.455,13.768,165.31,168.24,-102.38,-98.52,-3.6429,4.1212,48.243,45.593,-24.788,-28.225,-17.138,0.43059
10.623,13.154,156.32,174.81,-112.36,-104.32,-5.8021,3.5852,50.603,48.11,-23.901,-28.193,-20.015,-2.7975
7.3438,12.666,148.5,176.38,-112.44,-112.66,-4.3167,3.7156,49.451,46.404,-21.455,-27.205,-17.498,-1.9005
0.21764,8.7065,141.87,173.72,-118.93,-116.4,-3.7556,3.1238,53.741,49.811,-18.933,-23.012,-15.256,-6.2161
-0.35416,6.5114,137.86,172.37,-123.1,-121.14,-3.025,3.7913,55.493,51.073,-15.251,-22.216,-16.926,-10.322
-4.1018,4.6695,138.86,162.39,-129.42,-118.91,-2.6316,1.786,57.342,49.861,-16.821,-21.053,-17.48,-9.3861
-7.7998,6.3062,135.65,164.14,-127.35,-125.97,-4.0606,-1.3642,59.002,52.699,-12.72,-18.565,-16.587,-11.74
-9.2488,4.5107,135.85,164.22,-129.71,-126.31,-3.435,-1.6148,62.628,53.604,-13.275,-17.37,-22.013,-16.241
-13.154,4.0096,131.85,164.47,-130.78,-132.62,-6.4915,-4.552,63.928,58.741,-13.482,-19.803,-20.959,-19.11
-13.764,-0.68611,129,158.99,-128.38,-136.79,-4.2044,-2.9091,61.562,57.364,-12.259,-19.921,-16.85,-17.602
-14.311,-5.7729,126.92,151.65,-130.03,-135.42,-5.1354,-4.7193,64.962,55.726,-9.478,-25.641,-14.493,-17.765
-16.19,-10.486,126.69,150.92,-130.19,-137.95,-6.3854,-3.7621,66.938,52.878,-5.4618,-23.756,-12.747,-19.479
-14.324,-10.347,125.64,141.48,-132.19,-133.04,-4.4203,-5.5081,68.801,52.524,-3.6672,-21.019,-13.014,-20.301
-17.523,-12.171,120.57,133.36,-126.37,-130.05,-2.3259,-6.1827,63.546,53.046,-4.055,-18.81,-14.789,-17.405
-18.07,-14.334,120.77,130.8,-127.12,-135.28,-5.3456,-6.2028,66.219,56.551,-1.8909,-15.024,-14.065,-16.706
-16.986,-14.457,113.72,127.49,-118.45,-135.4,-4.6113,-3.9677,62.729,57.499,-5.6596,-14.505,-14.896,-18.202
-17.209,-16.809,115.23,128.23,-115.97,-134.63,-6.8211,-2.2331,65.561,59.502,-6.8907,-9.7679,-13.324,-18.58
-15.231,-18.025,113.18,121.43,-117.01,-132.99,-7.4299,1.8898,66.188,59.698,-8.4555,-4.2268,-13.923,-16.594
-17.509,-18.781,113.77,120.21,-117.66,-131.75,-10.266,3.0305,64.887,59.309,-8.1387,1.0402,-14.248,-14.265
-16.673,-17.706,112.4,118.42,-117.36,-128.38,-10.273,3.141,62.173,58.955,-11.485,0.99616,-16.53,-17.453
-14.122,-17.062,110.61,116.09,-113.22,-126.83,-8.0803,1.7978,62.247,58.648,-14.651,-1.7267,-16.448,-14.524
-16,-16.85,112.17,111.85,-113.17,-120.36,-8.6595,-0.61433,63.267,59.375,-13.137,-5.7586,-17.002,-14.194
-15.909,-15.239,115.52,112.06,-110.82,-120.59,-6.8424,-4.519,60.768,60.412,-11.699,-5.5363,-16.153,-16.898
-14.6,-16.976,115.8,111.57,-110.19,-124.08,-7.3747,-4.1834,60.258,59.428,-14.857,-6.8859,-16.176,-18.164
-14.666,-16.986,112.52,110.63,-109.06,-122.38,-6.2911,-4.0204,61.424,63.439,-11.506,-8.7172,-11.433,-19.823
-13.732,-16.283,111.25,109.24,-103.09,-120.39,-5.4197,-4.5636,61.928,65.566,-10.72,-9.837,-9.1967,-20.161
-14.582,-18.263,110.78,107.71,-102.21,-115.29,-4.3241,-5.2008,62.288,64.176,-10.447,-14.353,-13.237,-16.13
-13.778,-21.092,113.31,106,-106.04,-112.14,-6.7854,-4.4425,60.896,63.329,-9.6638,-8.2335,-16.643,-11.789
-13.513,-18.047,114.13,107.83,-108.15,-112.99,-8.7635,-5.3173,59.986,60.059,-12.105,-9.0339,-14.915,-12.103
-13.586,-14.646,110.54,107.29,-107.84,-113.06,-7.5342,-6.1866,57.714,55.422,-13.315,-5.348,-11.006,-8.0605
-13.645,-14.029,115.27,106.74,-105.8,-116.42,-6.3851,-5.2506,58.669,54.141,-16.565,-4.9293,-11.489,-7.2004
-15.511,-16.264,111.63,108.48,-108.37,-120.77,-4.918,-2.1204,56.028,53.927,-15.597,-1.6466,-9.5122,-5.6125
-13.268,-15.518,108.41,106.5,-102.62,-119.79,-4.4212,-3.4028,53.578,52.536,-19.043,-1.5946,-8.8947,-7.3579
-12.501,-15.053,105.16,107.77,-98.859,-120.12,-7.2979,-0.70566,53.608,48.819,-18.684,0.48879,-6.0629,-7.6957
-14.575,-16.965,105.31,107.41,-97.95,-117.87,-7.3781,0.2364,49.13,50.479,-18.237,3.5062,-5.7823,-8.2472
-13.871,-16.204,102.34,107.31,-97.065,-111.96,-7.2912,1.8565,48.064,51.118,-15.801,1.7858,-6.1232,-11.941
-12.75,-17.079,100.63,101.98,-98.096,-105.74,-9.139,-0.51645,50.934,52.006,-17.962,1.1393,-5.5946,-13.849
-12.598,-15.395,98.177,108.12,-98.484,-99.753,-9.0082,-0.57307,49.939,57.021,-19.267,-1.4108,-4.6388,-17.798
-10.548,-11.806,96.67,99.639,-94.527,-94.69,-6.9698,-5.6925,49.427,52.433,-19.347,0.076552,-6.2738,-8.685
-9.9414,-10.577,97.308,101.09,-92.611,-91.486,-7.3822,-4.488,52.672,50.002,-12.401,-0.29337,-4.7721,-9.903
-9.2173,-6.9389,97.687,101.32,-88.51,-94.148,-6.8634,-5.9408,51.778,47.405,-11.337,0.38175,-2.8333,-12.418
-11.515,-6.1258,97.917,96.957,-89.377,-89.761,-6.1765,-2.7824,52.886,44.808,-10.511,-1.203,-2.7103,-8.8642
-10.472,-6.3132,95.719,98.637,-86.444,-92.021,-6.1828,-1.739,51.88,46.988,-10.162,5.3702,-2.8184,-11.151
-9.301,-9.1973,95.34,98.829,-82.144,-90.556,-6.941,-3.0711,49.874,46.853,-8.324,3.8511,-2.3949,-10.683
-8.0595,-7.5404,98.37,99.277,-84.845,-93.378,-10.774,-3.9188,49.403,48.073,-10.761,3.8995,-2.4265,-9.5856
-8.3539,-7.546,96.236,94.258,-85.626,-90.266,-10.305,-1.2023,47.718,46.489,-6.7723,7.1326,-2.272,-8.1395
-8.8962,-6.2983,96.122,93.552,-81.393,-86.661,-10.469,1.567,47.584,46.255,-7.2962,7.2331,-5.7944,-12.266
-8.1178,-9.2763,95.088,96.668,-82.361,-81.519,-8.0172,0.78978,46.418,45.513,-7.8802,7.0823,-6.709,-11.653
-8.8604,-11.891,93.827,93.888,-84.138,-80.81,-6.3986,2.3397,46.64,42.586,-9.4794,6.8029,-8.9637,-10.085
-8.6091,-12.704,96.42,100.2,-82.961,-84.081,-3.7699,-0.16386,46.58,48.388,-11.012,5.1739,-7.8452,-6.7466
-7.3077,-9.7804,93.56,101.59,-80.703,-80.367,-3.6998,1.2991,43.634,48.449,-12.45,5.2145,-9.9941,-4.698
-7.5559,-8.3538,91.7,108.47,-83.705,-79.248,-4.633,1.1627,44.629,50.319,-11.668,7.1623,-8.6118,-10.358
-8.8565,-7.8752,90.234,107.72,-83.232,-77.686,-5.6634,4.8661,43.412,49.381,-10.45,8.1694,-6.9084,-3.7479
-10.933,-8.2587,90.908,104.92,-80.066,-81.751,-5.3796,2.38,41.475,51.535,-9.9579,8.4924,-5.2025,-4.7046
-6.6588,-10.137,94.932,106.56,-80.222,-85.243,-7.3558,0.31546,40.344,53.267,-9.0098,10.234,-5.5677,-8.995
-7.0886,-13.402,93.022,106.36,-82.05,-92.459,-7.1082,0.40196,41.885,55.29,-9.3489,10.043,-6.349,-10.127
-7.107,-13.75,94.104,102.27,-79.104,-96.891,-6.2256,0.24404,42.794,55.412,-9.1372,4.6947,-5.4254,-12.158
-6.7186,-13.406,92.973,97.286,-74.81,-97.272,-4.3363,-0.69818,42.994,52.15,-5.8934,1.3927,-3.4774,-11.31
-7.7331,-13.713,92.902,97.961,-78.8,-99.281,-2.7466,-3.632,44.992,52.623,-3.4947,5.4656,-3.2411,-12.927
-8.2884,-10.885,88.625,93.441,-77.143,-92.711,-2.2769,-3.8771,42.498,49.854,-3.5123,4.2481,-3.1565,-10.407
-7.7751,-10.774,88.803,92.008,-78.499,-87.305,-0.81885,-1.2379,41.915,44.449,-5.0316,3.3739,-5.2857,-13.663
-4.838,-13.453,84.45,93.036,-77.184,-89.085,-1.6114,1.5079,40.188,46.232,-4.8724,5.8689,-3.702,-10.535
-4.5506,-14.79,80.659,90.282,-71.969,-89.846,0.1666,0.068604,38.379,41.879,-3.0067,12.192,-1.0932,-9.2451
-4.4821,-14.34,84.489,87.852,-75.739,-87.337,-2.6212,1.3242,40.072,40.879,-1.6466,13.688,-0.13451,-10.168
-4.0219,-11.745,87.176,91.137,-71.442,-87.971,-2.719,-1.1455,41.078,41.204,-1.152,12.351,-1.0986,-6.5626
-1.9256,-10.386,90.191,90.966,-68.506,-84.549,-0.90495,-1.0408,39.07,45.049,-1.3867,10.366,-4.3728,-2.8204
-5.5109,-7.8552,89.16,85.387,-69.964,-82.976,-1.9543,-1.6444,41.572,43.984,-1.8563,7.5658,-2.9391,0.22098
-6.0634,-8.3044,89.054,85.774,-68.088,-77.52,-1.3005,1.9531,41.051,43.635,-4.9109,8.3288,-4.1865,0.53829
-5.658,-9.1104,87.479,88.594,-70.633,-80.781,-1.2134,3.018,42.297,45.471,-6.6904,8.6317,-2.2079,-2.0448
-5.276,-10.214,86.954,87.889,-70.358,-81.775,-0.99053,1.8911,40.263,43.687,-5.4963,8.2883,-2.54,-3.2037
-3.209,-10.783,87.121,90.24,-69.682,-84.669,0.21175,0.12217,39.415,41.048,-7.6336,11.346,-2.4826,-4.3411
-1.6033,-7.9801,86.288,85.37,-67.705,-78.478,-1.0431,-2.8369,37.388,36.868,-5.9561,9.5012,-3.1043,-5.0904
1.4605,-8.2456,86.809,85.433,-69.24,-82.738,-1.9654,-4.6061,38.121,40.403,-7.9068,5.655,-3.7974,-7.6262
1.7564,-7.5227,87.284,87.398,-71.1,-84.242,-1.5406,-0.49495,38.237,40.123,-7.5238,6.5848,-4.9025,-8.8182
2.075,-4.5077,86.319,90.161,-68.272,-86.702,-1.7667,-1.0506,36.857,40.521,-7.0788,7.5333,-2.1921,-8.7109
3.4226,-4.8701,90.701,85.782,-67.484,-85.532,-1.8687,-3.0385,37.65,37.755,-8.4901,6.0745,-2.6966,-9.0785
1.6328,-6.7395,90.549,83.796,-66.84,-78.371,-3.0737,-2.7165,36.062,34.814,-6.9405,2.1188,-4.0001,-7.5455
0.3653,-5.4769,87.602,88.725,-65.754,-78.905,-2.8382,-1.5416,34.106,36.259,-6.1493,0.1798,0.76111,-6.5652
-1.6821,-4.3467,85.841,89.375,-67.289,-81.657,-3.6602,-3.9842,32.298,37.6,-6.6132,2.964,-1.2076,-6.5042
-1.6999,-4.0439,90.017,89.505,-70.411,-83.554,-0.91484,-4.6083,37.254,39.869,-5.5692,2.1889,-0.39747,-6.2226
-1.4033,-3.0923,87.582,90.908,-66.82,-81.191,-0.25763,-4.2274,36.756,38.882,-8.4,0.38283,-3.8224,-7.2167
0.77696,-2.2048,85.764,85.164,-66.417,-80.535,-3.6036,-5.7894,36.655,40.339,-6.847,0.029452,-2.8022,-4.4781
1.6198,-4.5322,85.8,92.346,-66.75,-80.662,-1.7341,-4.8998,36.483,42.352,-4.9386,-1.9737,-4.8353,-5.3611
0.42372,-6.4305,84.411,89.19,-66.986,-77.005,-2.5691,-4.3868,39.216,39.532,-4.1785,-3.073,-6.4115,-3.6984
-0.97668,-5.367,87.125,90.133,-69.274,-72.745,-5.0299,-3.2886,37.821,38.477,-1.7313,-4.2046,-6.9466,-4.0129
-1.2489,-6.0608,85.762,94.694,-68.358,-72.318,-5.2614,-2.4976,37.985,39.594,-1.8503,-2.3874,-3.9466,-8.0183
0.62791,-4.3668,86.67,88.813,-69.308,-72.261,-6.2112,-3.661,36.419,38.201,-1.509,-1.7882,-5.7269,-8.0896
1.7462,-3.2232,84.295,89.764,-65.895,-75.123,-4.3594,-1.926,32.884,39.687,-2.7631,3.3331,-5.068,-5.2621
2.1358,-2.3075,84.317,87.484,-67.519,-73.604,-3.8209,-2.6719,32.935,36.598,-6.7675,4.7838,-3.8876,-0.88637
0.74586,1.2485,83.819,86.013,-64.994,-74.067,-1.7811,0.42896,32.365,34.414,-4.8658,0.048948,-6.0722,-2.6584
1.5865,3.115,83.137,88.94,-63.434,-72.73,-2.6616,-0.20447,35.126,37.861,-4.1878,3.8373,-6.2699,-5.4181
0.64372,2.3521,85.577,83.338,-65.222,-69.859,-2.1513,0.82674,37.226,35.929,-5.6228,1.0508,-8.6492,-3.5236
1.9413,1.6255,86.436,82.433,-64.805,-67.034,0.74127,-2.7361,37.014,32.342,-6.9295,3.9444,-7.2233,-0.97338
0.4487,-0.16426,86.873,87.001,-64.439,-72.067,0.57196,-4.6937,38.221,36.764,-4.8883,3.3087,-7.0536,-2.0342
-0.46679,-0.3043,87.082,90.277,-63.041,-68.113,-2.1824,-6.6592,37.161,36.352,-4.0169,6.6869,-5.6362,-0.91363
-0.7837,-2.7507,87.227,88.351,-60.534,-69.43,-2.8924,-6.0904,35.281,36.708,-3.2522,5.5893,-4.0733,0.088598
-0.048955,-2.0182,88.413,89.345,-60.287,-69.438,-2.9189,-1.6855,34.401,35.375,-4.2767,3.8314,-1.74,-1.2696
1.842,-3.746,85.504,87.819,-62.621,-72.994,-2.0418,-0.27547,33.175,39.813,-3.7823,2.4743,-0.74618,1.0587
2.3828,-4.6784,85.766,96.039,-64.788,-72,-3.5769,-2.7911,37.449,40.418,-2.7526,2.5814,-1.549,-0.18666
2.1666,-0.71405,85.864,101.32,-65.437,-70.55,-3.2687,1.1483,36.899,41.934,-5.6999,1.0865,-1.9409,-3.2682
4.6192,0.16939,83.944,102.94,-64.612,-71.274,-2.7372,2.1712,34.707,37.722,-6.1248,-0.71741,-3.2065,-1.2993
6.6429,0.33231,81.735,100.08,-64.538,-78.09,-4.1176,2.5721,30.583,34.732,-6.9628,1.0863,-3.9706,-3.0688
4.6707,0.70788,79.87,99.882,-65.28,-80.273,-5.738,3.3344,28.708,32.847,-3.8162,-0.51625,-1.1389,-5.2059
5.8106,-0.50404,77.709,106.3,-61.172,-81.382,-3.1119,6.4307,28.337,32.791,-7.3802,0.011694,-3.0016,-4.8782
6.9312,-1.4776,76.46,102.74,-61.848,-83.207,-1.7837,6.4594,27.978,34.254,-10.552,-0.3352,-4.392,-7.2604
6.0871,-1.3216,76.998,105.91,-59.269,-84.088,-2.3246,5.1566,27.888,38.776,-10.971,-0.20888,-7.764,-9.6786
7.8151,-2.8277,79.727,104.52,-60.48,-86.04,-1.5447,5.508,28.494,38.018,-10.979,0.1848,-9.2805,-6.3042
5.1276,-1.3297,79.782,103.75,-59.363,-85.292,-2.1112,7.036,30.296,36.238,-8.486,-3.8645,-7.1725,-3.7937
4.5308,-0.40674,80.082,100.43,-58.93,-86.072,-1.2068,5.3225,28.276,36.358,-8.8984,-3.5777,-7.242,-3.4682
3.9304,-2.3631,81.149,100.02,-61.55,-86.516,-0.13533,5.3289,26.765,36.923,-7.9874,-1.8897,-6.4082,-6.0698
6.0416,-0.84961,78.869,105.02,-62.303,-91.514,0.37482,3.8106,23.851,36.138,-10.403,-1.4932,-6.6635,-7.4066
7.2915,-2.6346,80.161,100.02,-62.148,-85.759,2.8562,6.7496,25.083,30.99,-11.817,-1.2669,-5.2673,-8.8305
6.456,-2.1071,77.456,101.3,-59.527,-90.806,4.5217,3.524,24.103,30.667,-12.929,3.148,-7.2077,-7.5722
5.8058,-6.7773,80.251,103.59,-59.158,-87.962,5.015,1.9576,24.487,32.41,-12.953,1.0251,-4.8469,-8.6683
4.8328,-7.4465,82.039,102.14,-59.244,-87.61,4.2179,2.4183,26.627,32.883,-14.555,-2.6047,-5.2658,-6.7143
5.6836,-5.8806,83.358,97.027,-58.049,-87.987,3.9689,4.2747,26.523,34.127,-13.679,1.531,-4.8356,-6.2664
6.2861,-6.1174,81.919,100.36,-58.539,-92.276,4.0471,2.1289,24.883,37.416,-13.56,3.9999,-4.5448,-5.1899
6.639,-3.4178,84.015,101.74,-62.725,-90.868,6.363,-1.4708,24.91,37.984,-16.414,5.3123,-1.2015,-6.833
7.6843,-4.6287,86.011,103.7,-62.615,-88.981,2.6664,1.4411,25.898,37.598,-15.026,2.1216,-1.7722,-7.2322
9.0988,-3.2674,84.586,101.88,-59.729,-85.942,1.42,-2.1262,23.86,34.015,-14.234,0.77185,-2.1252,-3.8883
7.8945,-0.44978,82.665,101.73,-59.044,-84.116,1.2326,-4.4971,24.23,35.245,-12.952,-4.3832,-3.1026,-2.5278
6.147,-0.16813,85.398,99.367,-58.579,-85.031,1.6671,-7.321,23.532,37.013,-11.724,-3.8363,-5.1754,-5.1171
4.6288,0.057599,84.95,100.46,-56.559,-89.497,0.69196,-6.6013,26.413,39.915,-12.095,-9.2355,-3.7976,-4.6732
5.3006,1.6761,84.004,100.72,-56.607,-88.12,1.951,-6.5296,29.04,37.066,-12.097,-7.6315,-5.7458,-5.637
4.3635,2.95,81.209,97.153,-53.74,-87.488,2.9489,-5.8654,28.741,38.915,-11.232,-6.1247,-6.1476,-4.9995
5.8824,1.1972,82.637,97.519,-54.455,-86.686,2.3294,-5.63,27.433,40.364,-11.625,-4.9616,-7.2668,-1.7614
6.0347,2.665,82.715,92.532,-55.828,-80.748,1.4215,-2.4882,27.959,38.707,-12.708,-0.65608,-4.7574,-2.4164
7.0934,3.777,84.489,93.108,-54.286,-84.065,0.21271,2.2394,27.897,37.599,-10.339,-1.3346,-5.4605,-3.189
6.0785,2.083,85.638,94.002,-54.061,-85.563,0.6935,2.8603,24.771,36.46,-13.547,-0.025105,-3.2935,-4.2799
4.8697,-1.1767,89.335,92.17,-59.607,-82.163,0.98702,3.2761,26.244,36.823,-13.35,4.5801,-5.653,-7.4359
5.5916,-1.5315,88.845,94.372,-59.153,-78.246,-1.9737,4.8567,24.592,36.925,-13.21,4.5129,-4.6183,-9.7129
5.8508,-1.4894,88.199,97.142,-58.065,-77.574,-2.1306,4.2167,26.247,38.167,-14.091,4.7162,-3.5322,-11.483
7.9687,0.11234,88.008,94.266,-56.942,-73.185,-3.1753,1.7995,23.994,37.693,-15.33,5.4212,-2.479,-14.113
7.8751,1.6387,85.11,94.306,-54.665,-70.084,-2.465,-0.8353,24.949,38.606,-11.406,9.9557,-2.5874,-10.324
9.0561,0.77943,81.312,94.901,-54.811,-70.857,-2.0804,0.85277,23.92,41.09,-11.599,7.952,-1.6492,-6.3267
9.6152,1.0655,82.559,92.74,-54.634,-71.583,-0.77121,-1.5887,24.536,36.738,-12.919,9.7274,-1.367,-2.6452
8.3278,0.61494,84.183,93.129,-57.903,-76.523,2.557,-3.3774,27.475,38.933,-12.423,6.5221,-3.7295,-4.6229
5.8841,0.67458,83.662,98.111,-60.157,-77.696,5.0024,-3.4507,29.333,36.135,-13.057,6.093,-6.0664,-5.9467
6.7236,0.6591,84.122,100.42,-58.684,-78.877,4.1909,-2.8733,28.066,37.253,-11.636,5.858,-5.5357,-6.6043
6.1955,-2.9743,85.424,102.14,-58.618,-79.897,4.3463,1.8247,28.645,38.265,-10.41,7.7797,-9.6753,-6.5859
7.7768,-2.1705,83.667,101.01,-55.666,-82.247,2.5745,2.6896,28.746,37.597,-9.0556,6.6871,-8.1006,-5.3039
7.2839,-4.9842,86.587,97.888,-55.948,-77.93,1.4235,4.7914,29.422,39.595,-6.6996,8.6997,-6.2302,-4.1183
8.2095,-5.7391,87.818,99.049,-57.307,-76.653,0.93355,0.25407,29.127,40.792,-4.8948,5.3682,-5.735,-0.047346
8.6585,-4.4993,87.188,100.43,-55.93,-75.011,1.879,1.5822,26.175,41.056,-4.4062,5.148,-5.4867,1.6075
8.4039,-5.722,85.704,100.94,-54.554,-78.002,-1.9424,-0.1931,28.185,39.088,-4.415,2.6828,-3.3991,5.4367
8.4552,-3.9038,84.159,98.208,-53.291,-75.463,-4.3068,0.88543,28.259,38.266,-6.0691,3.4242,-4.0015,1.8936
10.017,-4.5695,84.62,99.238,-52.163,-74.117,-4.6277,0.99039,26.837,37.287,-7.6148,4.8387,-4.8663,3.4482
